id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
28985871,Rental unit in Praha 8 · ★4.85 · 1 bedroom · 2 beds · 1 bath,212297195,Sophia,,Praha 8,50.09143,14.44693,Entire home/apt,3843,1,207,2023-12-05,3.27,54,327,54,
28995723,Rental unit in Prague · ★4.56 · Studio · 1 bed · 1 bath,207109604,Ginosi,,Praha 2,50.07267,14.43449,Entire home/apt,13388,1,25,2019-12-28,0.40,23,365,0,
28995937,Rental unit in Praha 2 · ★4.48 · 2 bedrooms · 3 beds · 1.5 baths,218551176,Petr,,Praha 2,50.07877,14.44358,Entire home/apt,3800,1,29,2023-10-23,0.46,7,223,11,
28997380,Rental unit in Praha 2 · ★4.18 · 1 bedroom · 2 beds · 1 shared bath,218551176,Petr,,Praha 2,50.07865,14.44585,Private room,650,1,11,2022-06-17,0.17,7,0,0,
28998882,Rental unit in Praha 2 · ★4.57 · 1 bedroom · 1 bed · 1 private bath,218551176,Petr,,Praha 2,50.07869,14.44589,Private room,1066,1,35,2023-12-11,0.57,7,208,14,
28999444,Rental unit in Praha 2 · ★4.61 · 1 bedroom · 1 bed · 1 private bath,218551176,Petr,,Praha 2,50.07939,14.44459,Private room,1586,1,31,2023-10-28,0.51,7,208,7,
29005569,Rental unit in Прага · 1 bedroom · 2 beds · 1 bath,150736114,Артур,,Praha 11,50.04111,14.49717,Entire home/apt,2600,2,0,,,1,87,0,
29018330,Rental unit in Prague 2 · ★4.89 · 1 bedroom · 1 bed · 1 private bath,400864,Jaroslav,,Praha 2,50.0757,14.43895,Private room,1674,1,105,2023-11-24,1.68,32,334,32,
29050586,Rental unit in Hlavní město Praha · ★4.98 · 2 bedrooms · 3 beds · 1 bath,218913877,Aneta & Petr,,Praha 1,50.08941,14.43134,Entire home/apt,,1,80,2022-06-13,1.45,1,0,0,
29052017,Rental unit in Praha 5 · ★4.88 · Studio · 2 beds · 1 bath,217946467,Kateřina,,Praha 5,50.06739,14.39819,Entire home/apt,545,1,8,2019-08-30,0.13,1,0,0,
29055471,Rental unit in Prague · 1 bedroom · 1 bed · 1 bath,202968795,Marcy,,Praha 2,50.07495,14.42352,Entire home/apt,1502,5,2,2020-01-03,0.03,7,1,0,
29056326,Rental unit in Prague · Studio · 1 bed · 1 bath,202968795,Marcy,,Praha 2,50.07672,14.42336,Entire home/apt,1000,5,2,2022-01-02,0.04,7,1,0,
29065548,Townhouse in Hlavní město Praha · ★4.89 · 3 bedrooms · 5 beds · 1.5 baths,27456758,Pavlina,,Praha 10,50.0864,14.49087,Entire home/apt,4611,3,18,2023-10-29,0.33,1,32,10,
29092571,Rental unit in Hlavní město Praha · 1 bedroom · 2 beds · 1 shared bath,81076775,Oleg,,Praha 1,50.09002,14.41945,Private room,1937,1,2,2023-11-05,1.28,18,0,2,
29114015,Rental unit in Praha 1 · ★4.55 · 1 bedroom · 1 bed · 1 bath,48253119,Daniel,,Praha 1,50.0904,14.42796,Entire home/apt,2196,2,287,2023-12-17,4.56,43,241,95,
29148296,Rental unit in Praha 5 · ★4.95 · Studio · 1 bed · 1.5 baths,69918204,Katarina,,Praha 5,50.07075,14.39543,Entire home/apt,1900,30,21,2020-01-31,0.34,2,0,0,
29150050,Home in Praha 4 · ★4.76 · 1 bedroom · 1 bed · 2.5 shared baths,62942973,Linh,,Praha 4,50.04227,14.4227,Private room,554,2,140,2023-12-08,2.22,5,21,44,
29178588,Rental unit in Staré Město · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,10680564,Tereza & Friends,,Praha 1,50.09039,14.42134,Entire home/apt,3119,2,243,2023-12-12,3.85,39,30,62,
29182224,Rental unit in Praha 1 · ★4.98 · 1 bedroom · 3 beds · 1 bath,219898129,Abdi And Alice,,Praha 1,50.08116,14.41472,Entire home/apt,2657,2,245,2023-12-17,3.88,2,197,69,
29183423,Rental unit in Hlavní město Praha · ★4.63 · 2 bedrooms · 7 beds · 1 bath,106713167,Anna,,Praha 1,50.09178,14.42915,Entire home/apt,,1,24,2019-07-26,0.38,4,0,0,
29183718,Hotel in Hlavní město Praha · ★4.75 · 1 bedroom · 1 bed · 1 private bath,215795546,Martina,,Praha 2,50.07408,14.43004,Hotel room,3817,1,20,2023-04-07,0.33,5,257,3,
29184353,Rental unit in Hlavní město Praha · ★4.59 · 2 bedrooms · 4 beds · 1 bath,106713167,Anna,,Praha 1,50.09118,14.42718,Entire home/apt,,1,22,2019-08-15,0.35,4,0,0,
29197827,Loft in Praha 10 · ★5.0 · 1 bedroom · 1 bed · 1 bath,103077149,Michaela,,Praha 10,50.0718393,14.4551568,Entire home/apt,1461,1,39,2023-12-10,2.81,1,142,37,
29198904,Rental unit in Hlavní město Praha · ★4.84 · Studio · 2 beds · 1.5 baths,177398802,Krste,,Praha 1,50.07903,14.42466,Entire home/apt,2886,1,441,2023-12-05,6.98,36,0,63,
29226744,Rental unit in Praha 10 · ★4.25 · 1 bedroom · 3 beds · 1 bath,7085715,Tomáš,,Praha 10,50.05741,14.51382,Entire home/apt,12701,2,8,2019-10-08,0.13,10,269,0,
29305937,Rental unit in Praha 8 · ★4.91 · 1 bedroom · 3 beds · 1 bath,212297195,Sophia,,Praha 8,50.08979,14.44678,Entire home/apt,3552,1,151,2023-12-19,2.41,54,0,63,
29318902,Rental unit in Praha 4-Záběhlice · ★4.34 · 2 bedrooms · 3 beds · 1.5 baths,220725505,Jan,,Praha 4,50.05221,14.48182,Entire home/apt,1950,2,312,2023-11-26,4.97,2,89,64,
29322949,Aparthotel in Hlavní město Praha · ★4.53 · Studio · 1 bed · 1 private bath,116481087,Four Trees,,Praha 1,50.09208,14.43378,Hotel room,2886,2,45,2023-04-27,0.75,6,348,1,
29323702,Aparthotel in Hlavní město Praha · ★3.0 · 1 bedroom · 1 bed,116481087,Four Trees,,Praha 1,50.09032,14.43352,Hotel room,3878,2,3,2021-09-16,0.05,6,346,0,
29331715,Rental unit in Praha 3 · ★4.70 · 1 bedroom · 8 beds · 1.5 baths,220518860,Lenka,,Praha 3,50.07909,14.45534,Entire home/apt,1943,1,20,2019-07-28,0.32,1,0,0,
29352293,Rental unit in Hlavní město Praha · ★4.92 · 1 bedroom · 2 beds · 1 bath,16606129,Anna,,Praha 8,50.09299,14.44611,Entire home/apt,1594,1,295,2023-12-04,5.28,5,0,76,
29353000,Rental unit in Hlavní město Praha · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,1240390,Sarah,,Praha 1,50.0879,14.42511,Entire home/apt,6764,1,245,2023-12-15,4.00,16,341,56,
29353843,Condo in Praha 8 · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,28994275,Jolana,,Praha 8,50.11484,14.47542,Private room,1379,2,12,2023-12-11,0.21,2,78,5,
29364074,Rental unit in Hlavní město Praha · ★4.63 · 1 bedroom · 2 beds · 1 bath,333807,Marco,,Praha 1,50.07741,14.42852,Entire home/apt,3545,2,54,2023-11-06,0.97,9,349,27,
29376261,Rental unit in Praha 2 · ★4.84 · 3 bedrooms · 5 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.07658,14.43833,Entire home/apt,2420,2,226,2023-12-16,3.61,95,0,65,
29403642,Rental unit in Prague 2 · ★4.85 · 1 bedroom · 1 bed · 1 private bath,400864,Jaroslav,,Praha 2,50.07377,14.43903,Private room,1660,1,103,2023-12-04,1.64,32,355,29,
29414220,Rental unit in Praha 5 · ★4.65 · 2 bedrooms · 4 beds · 1 bath,19526771,Ivo,,Praha 5,50.06709222361459,14.39673585328608,Entire home/apt,990,2,20,2023-01-02,0.32,2,9,1,
29431777,Rental unit in Praha 3 · ★4.98 · 1 bedroom · 2 beds · 1 bath,216230477,Jana,,Praha 3,50.08189,14.4481,Entire home/apt,1429,3,162,2023-10-01,2.86,2,137,63,
29444674,Rental unit in Praha 12 · ★4.88 · 1 bedroom · 1 bed · 1 bath,104331672,Radim,,Praha 12,50.01711,14.43608,Entire home/apt,1349,200,25,2020-01-03,0.40,1,245,0,
29478054,Hostel in Prague 2 · ★4.31 · 1 bedroom · 8 beds · 10 shared baths,13829355,Team Easy Housing,,Praha 2,50.0664,14.43274,Shared room,403,1,29,2023-05-15,0.49,16,100,6,
29480199,Hostel in Prague 2 · ★4.24 · 1 bedroom · 4 beds · 10 shared baths,13829355,Team Easy Housing,,Praha 4,50.0648,14.43299,Shared room,403,1,21,2023-10-16,1.05,16,95,10,
29500339,Rental unit in Hlavní město Praha · ★4.67 · Studio · 2 beds · 1 bath,15616791,Jakub,,Praha 2,50.07581,14.41947,Entire home/apt,2271,3,173,2023-12-02,2.78,2,0,70,
29500545,Rental unit in Prague · ★4.82 · 2 bedrooms · 3 beds · 2 baths,89290937,Lucie,,Praha 2,50.07706,14.41726,Entire home/apt,4123,3,111,2023-11-21,1.88,2,65,28,
29511642,Rental unit in Prague 2 · ★4.79 · 1 bedroom · 1 bed · 1 private bath,400864,Jaroslav,,Praha 2,50.07596,14.43826,Private room,1552,1,67,2023-12-01,1.07,32,263,26,
29534255,Rental unit in Hlavní město Praha · ★4.94 · 1 bedroom · 2 beds · 1 bath,32643032,Radka,,Praha 3,50.07929,14.45599,Entire home/apt,2014,3,161,2023-12-17,2.58,1,262,41,
29553200,Rental unit in Praha 8 · ★4.83 · 3 bedrooms · 5 beds · 2.5 baths,9345552,Romana,,Praha 8,50.09108,14.4434,Entire home/apt,5930,2,110,2023-12-04,1.76,45,317,45,
29563615,Rental unit in Praha 5 · ★4.81 · 1 bedroom · 4 beds · 1 bath,3359089,Milan A Blanka,,Praha 5,50.05633,14.35891,Entire home/apt,800,1,62,2023-09-17,1.02,1,345,22,
29602878,Rental unit in Praha 3 · ★4.62 · Studio · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08699,14.44223,Entire home/apt,1338,2,215,2023-12-09,3.44,95,26,67,
29611575,Rental unit in Praha 3 · 1 bedroom · 2 beds · 1 bath,222895085,Sherzad,,Praha 3,50.084,14.46425,Entire home/apt,15938,3,0,,,1,0,0,
29612936,Loft in 41 Hlavní město Praha · ★4.71 · 1 bedroom · 1 bed · 1 bath,48253119,Daniel,,Praha 1,50.08963,14.43652,Entire home/apt,2091,2,297,2023-12-17,4.75,43,234,65,
29622807,Rental unit in Hlavní město Praha · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,222978804,Petr,,Praha 1,50.0818,14.40683,Entire home/apt,5129,3,47,2023-12-03,0.76,2,0,9,
29623569,Rental unit in Praha 3 · 1 bedroom · 1 bed · 1 bath,222982203,Basiyr,,Praha 3,50.08219,14.45935,Entire home/apt,19959,6,0,,,1,0,0,
29623750,Rental unit in Praha  · ★4.78 · 1 bedroom · 2 beds · 1 shared bath,1895342,Anatoli,,Praha 7,50.104012,14.434097,Private room,1146,1,167,2023-12-17,2.72,13,201,55,
29627285,Rental unit in Praha  · ★4.83 · 1 bedroom · 2 beds · 1 bath,1895342,Anatoli,,Praha 7,50.10311,14.43501,Entire home/apt,1199,3,103,2020-10-31,1.68,13,6,0,
29643679,Guest suite in Praha-Suchdol · ★5.0 · Studio · 4 beds · 1 bath,223126412,Hana,,Suchdol,50.13452,14.37059,Entire home/apt,1057,1,41,2023-08-17,0.66,1,0,14,
29670108,Serviced apartment in Praha · ★4.60 · Studio · 2 beds · 1 bath,23023000,Holeckova,,Praha 5,50.07249,14.38472,Entire home/apt,2280,2,5,2019-08-18,0.09,16,31,0,
29700789,Rental unit in Praha 7 · ★4.84 · 2 bedrooms · 2 beds · 2 baths,3321411,Kateřina,,Praha 7,50.10104751586914,14.417353630065918,Entire home/apt,1874,2,32,2023-12-11,0.56,4,332,15,
29718822,Hostel in Hlavní město Praha · ★4.36 · 1 bedroom · 16 beds · 2.5 shared baths,48640172,Hostel,,Praha 1,50.08631,14.4213,Shared room,479,1,22,2023-03-16,0.39,86,307,7,
29733346,Rental unit in Czechia · ★4.89 · 1 bedroom · 2 beds · 1 bath,223497489,Diljara,,Praha 3,50.08338,14.46498,Entire home/apt,2755,3,110,2023-12-16,1.76,12,310,13,
29735264,Rental unit in Hlavní město Praha · ★4.92 · 1 bedroom · 3 beds · 1.5 baths,177398802,Krste,,Praha 1,50.091,14.42083,Entire home/apt,9409,1,133,2021-08-26,2.13,36,0,0,
29747336,Rental unit in Hlavní město Praha · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,44932332,Jakub,,Praha 2,50.076690673828125,14.424315452575684,Private room,1186,1,64,2023-12-18,1.06,2,93,30,
29767095,Hostel in Hlavní město Praha · ★4.40 · 1 bedroom · 12 beds · 3.5 shared baths,48640172,Hostel,,Praha 1,50.08524,14.42162,Shared room,496,1,5,2022-10-14,0.10,86,353,0,
29775311,Rental unit in Praha 7 · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,223458022,Anzhela,,Praha 7,50.10105,14.455,Entire home/apt,1963,1,296,2023-12-18,4.83,4,337,71,
29775884,Rental unit in Praha 7 · ★4.90 · 1 bedroom · 1 bed · 1 bath,223458022,Anzhela,,Praha 7,50.10105,14.455,Entire home/apt,1994,1,261,2023-12-18,4.26,4,0,45,
29777201,Rental unit in Praha 7 · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,223458022,Anzhela,,Praha 7,50.10105,14.455,Entire home/apt,2500,1,91,2023-07-11,1.48,4,19,1,
29810477,Rental unit in Praha · ★4.70 · Studio · 1 bed · 1 bath,82241800,Zdeněk,,Praha 2,50.08033,14.44559,Entire home/apt,,3,46,2023-06-12,0.75,14,0,3,
29821538,Rental unit in Praha 3 · ★4.91 · 1 bedroom · 4 beds · 1 bath,224320104,Štěpánka,,Praha 3,50.08244,14.44783,Entire home/apt,1000,2,67,2023-08-07,1.18,7,12,21,
29821701,Rental unit in Praha 3 · ★4.97 · 1 bedroom · 3 beds · 1 bath,224320104,Štěpánka,,Praha 3,50.08238,14.44794,Entire home/apt,1000,2,32,2023-08-06,0.56,7,12,14,
29824508,Rental unit in Hlavní město Praha · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,224341298,Kristyna,,Praha 1,50.0868,14.41572,Entire home/apt,3117,2,12,2023-07-30,0.20,1,349,2,
29851536,Rental unit in Praha 2 · ★4.52 · 1 bedroom · 2 beds · 1.5 baths,87970973,David,,Praha 2,50.07328,14.4329,Entire home/apt,957,1,202,2023-12-17,3.25,6,0,26,
29892327,Rental unit in Hlavní město Praha · ★4.88 · 1 bedroom · 2 beds · 1 bath,7970603,Mikhail,,Praha 1,50.08921,14.40323,Entire home/apt,3082,2,178,2023-12-17,2.91,3,0,61,
29893857,Rental unit in Prague · ★4.73 · 2 bedrooms · 3 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08763,14.45176,Entire home/apt,2406,2,196,2023-12-17,3.17,95,56,68,
29914679,Rental unit in Hlavní město Praha · ★4.66 · 1 bedroom · 2 beds · 1 bath,5463516,Zuzana & Seven Keys Team,,Praha 1,50.08604,14.41848,Entire home/apt,3708,2,184,2023-12-15,2.97,86,0,57,
29951813,Rental unit in Hlavní město Praha · ★4.89 · 1 bedroom · 2 beds · 1 bath,177398802,Krste,,Praha 2,50.07722,14.42164,Entire home/apt,3552,1,336,2023-11-21,5.42,36,336,58,
29962435,Hotel in Hlavní město Praha · 2 bedrooms · 2 beds · 1 private bath,215795546,Martina,,Praha 2,50.07408,14.43004,Hotel room,4624,1,2,2022-02-10,0.08,5,188,0,
29962758,Hotel in Hlavní město Praha · ★4.80 · 1 bedroom · 2 beds · 1 private bath,215795546,Martina,,Praha 2,50.07408,14.43004,Hotel room,3218,1,20,2022-10-14,0.33,5,261,0,
30000087,Condo in Hlavní město Praha · ★4.83 · 1 bedroom · 1 bed · 2 baths,333807,Marco,,Praha 1,50.07841,14.4286,Entire home/apt,4580,2,87,2023-12-03,1.60,9,0,40,
30001524,Guest suite in Praha 9 · ★4.60 · Studio · 4 beds · 1 shared bath,105123707,Radka,,Praha 9,50.1042,14.49005,Private room,1400,1,295,2023-12-10,4.80,1,6,64,
30011624,Rental unit in Praha 5 · ★4.81 · Studio · 1 bed · 1.5 baths,74243386,Tereza,,Praha 5,50.05755,14.37353,Entire home/apt,700,2,21,2019-09-15,0.34,1,0,0,
30037791,Rental unit in Praha · ★4.90 · Studio · 2 beds · 1 bath,96848432,Zuzana,,Praha 5,50.0716,14.40635,Entire home/apt,1919,2,49,2023-11-29,0.84,2,78,26,
30040853,Serviced apartment in Praha 3 · ★4.64 · Studio · 1 bed · 1 bath,181976900,Oleksandr,,Praha 3,50.08476,14.44849,Entire home/apt,,1,77,2023-09-08,1.25,4,0,18,
30054946,Boutique hotel in Praha 2 · ★4.86 · 1 bedroom · 1 bed · 1 private bath,3279605,Elena And Kira,,Praha 2,50.06945,14.43081,Private room,13237,1,14,2020-03-02,0.23,16,339,0,
30058432,Hostel in Hlavní město Praha · ★3.93 · 1 bedroom · 16 beds · 2.5 shared baths,48640172,Hostel,,Praha 1,50.08619,14.41977,Shared room,479,1,15,2023-02-26,0.25,86,307,2,
30062810,Rental unit in Hlavní město Praha · ★4.85 · Studio · 2 beds · 1 bath,31263447,Kristine,,Praha 1,50.08676,14.41646,Entire home/apt,4196,1,13,2020-02-09,0.21,17,278,0,
30079916,Rental unit in Hlavní město Praha · ★4.37 · 2 bedrooms · 4 beds · 1 bath,9550037,Anton & Vika,,Praha 2,50.07735,14.4227,Entire home/apt,4196,2,86,2023-09-29,1.45,64,117,19,
30081235,Rental unit in Praha 7 · ★4.87 · 1 bedroom · 2 beds · 1.5 baths,219910138,Ladislav,,Praha 7,50.102573,14.420736,Entire home/apt,5436,6,39,2023-12-10,0.64,1,69,6,
30082054,Rental unit in Praha 10 · ★4.71 · 1 bedroom · 2 beds · 1.5 baths,13992250,Tomas,,Praha 10,50.06785,14.4529,Entire home/apt,2857,2,35,2023-12-10,0.58,1,13,9,
30082093,Rental unit in Hlavní město Praha · ★4.36 · 1 bedroom · 2 beds · 1 bath,9550037,Anton & Vika,,Praha 1,50.07901,14.42411,Entire home/apt,2550,2,145,2023-12-13,2.52,64,123,90,
30082794,Rental unit in Hlavní město Praha · ★4.33 · 2 bedrooms · 3 beds · 1 bath,9550037,Anton & Vika,,Praha 1,50.07818,14.4239,Entire home/apt,3941,2,12,2023-12-05,0.20,64,124,1,
30101893,Condo in Prague · ★4.97 · 2 bedrooms · 3 beds · 2 baths,83866029,Thu Huong,,Praha 1,50.08251,14.42175,Entire home/apt,5304,2,103,2023-12-03,1.67,1,233,25,
30166998,Hostel in Prague 2 · ★4.47 · 1 bedroom · 8 beds · 10 shared baths,13829355,Team Easy Housing,,Praha 2,50.06529,14.43306,Shared room,410,1,16,2023-11-19,0.27,16,0,6,
30167453,Hostel in Prague 2 · ★4.38 · 1 bedroom · 8 beds · 10 shared baths,13829355,Team Easy Housing,,Praha 2,50.06656,14.43081,Shared room,403,1,26,2023-11-20,0.43,16,100,20,
30168846,Rental unit in Hlavní město Praha · ★4.60 · 2 bedrooms · 7 beds · 2 baths,383698,Viktor,,Praha 1,50.08966,14.42005,Entire home/apt,3689,1,35,2023-11-01,0.58,33,316,2,
30170240,Rental unit in Stare Mesto Praha - Hl. M. Praha · ★4.58 · 1 bedroom · 1 bed · 1 bath,48253119,Daniel,,Praha 1,50.08941,14.42506,Entire home/apt,2091,2,244,2023-12-17,3.95,43,216,78,
30193152,Rental unit in Praha 8 · ★4.78 · 1 bedroom · 5 beds · 1 bath,212297195,Sophia,,Praha 8,50.09178,14.44666,Entire home/apt,3296,1,37,2023-11-19,0.67,54,320,20,
30193359,Rental unit in Praha 2 · ★4.97 · 2 bedrooms · 3 beds · 1 bath,32025266,Ewa,,Praha 2,50.077553,14.430739,Entire home/apt,2953,3,211,2023-12-17,3.44,1,158,64,
30208796,Rental unit in Prague  · ★4.47 · 1 bedroom · 1 bed · 1 bath,48253119,Daniel,,Praha 1,50.08976,14.42508,Entire home/apt,2154,2,278,2023-12-15,4.51,43,228,76,
30224457,Rental unit in Praha 2 · 1 bedroom · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07199,14.43542,Entire home/apt,1349,3,2,2020-01-01,0.04,41,58,0,
30224935,Rental unit in Praha 2 · 3 bedrooms · 2 beds · 2 baths,46606217,Yevheniia,,Praha 2,50.07227,14.43523,Entire home/apt,2697,3,0,,,41,58,0,
30225385,Rental unit in Praha 2 · 3 bedrooms · 2 beds · 2 baths,46606217,Yevheniia,,Praha 2,50.07338,14.43686,Entire home/apt,2942,3,2,2019-08-18,0.04,41,58,0,
30225777,Rental unit in Praha 2 · 3 bedrooms · 2 beds · 2 baths,46606217,Yevheniia,,Praha 2,50.0738,14.43521,Entire home/apt,2452,3,0,,,41,58,0,
30226086,Rental unit in Praha 2 · Studio · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07348,14.43943,Entire home/apt,1839,3,1,2018-12-31,0.02,41,58,0,
30226724,Rental unit in Hlavní město Praha · ★4.45 · 2 bedrooms · 2 beds · 2.5 baths,1546069,Aleksandr,,Praha 1,50.08677,14.42296,Entire home/apt,,1,227,2023-04-14,3.70,6,0,11,
30241414,Rental unit in Praha 2 · ★5.0 · 1 bedroom · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07398,14.43719,Entire home/apt,1349,3,3,2020-01-02,0.05,41,58,0,
30242017,Rental unit in Praha 2 · Studio · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07462,14.44183,Entire home/apt,1839,3,1,2020-01-03,0.02,41,58,0,
30242365,Rental unit in Praha 2 · Studio · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07291,14.44015,Entire home/apt,1349,3,0,,,41,58,0,
30246700,Rental unit in Praha 2 · 1 bedroom · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07197,14.44235,Entire home/apt,1349,3,1,2019-12-28,0.02,41,58,0,
30258803,Rental unit in Praha 5 · ★4.88 · 3 bedrooms · 1 bed · 1 bath,63058429,Ksenia,,Praha 5,50.0655,14.39187,Entire home/apt,,2,16,2023-08-21,0.26,2,0,2,
30266750,Serviced apartment in Prague 12 · 1 bedroom · 2 beds · 1 bath,227315441,Vlodymyr,,Praha 12,50.01362,14.41249,Entire home/apt,2207,2,0,,,1,86,0,
30291082,Rental unit in Praha-Zličín · ★4.89 · 1 bedroom · 1 bed · 1 bath,76888316,Tomislav,,Zličín,50.05877,14.28335,Entire home/apt,,28,9,2020-01-08,0.17,1,0,0,
30298700,Rental unit in Praha 2 · ★5.0 · 1 bedroom · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07261,14.44022,Entire home/apt,1349,3,4,2019-12-29,0.08,41,58,0,
30304388,Rental unit in Praha 2 · ★5.0 · 1 bedroom · 1 bed · 1 bath,46606217,Yevheniia,,Praha 2,50.07094,14.44223,Entire home/apt,1349,3,8,2020-01-02,0.13,41,58,0,
30313900,Loft in Praha 10 · ★5.0 · Studio · 1 bed · 1 bath,11312405,Marek,,Praha 10,50.07028,14.44971,Entire home/apt,3993,2,4,2023-11-26,0.07,1,0,3,
30318787,Home in Praha-Nebušice · ★4.93 · 1 bedroom · 1 bed · 2.5 shared baths,34845969,Ainura,,Nebušice,50.11281,14.32618,Private room,655,2,29,2023-11-08,0.50,3,289,8,
30337409,Guest suite in Praha-Libuš · 34 bedrooms · 1 bed · 1 private bath,122739041,Villa,,Libuš,50.00711,14.46081,Private room,2300,1,1,2018-12-26,0.02,3,361,0,
30338203,Townhouse in Praha-Libuš · ★3.83 · 34 bedrooms · 1 bed · 1 private bath,122739041,Villa,,Libuš,50.00569,14.46168,Private room,1400,1,6,2023-06-04,0.11,3,362,3,
30345102,Bed and breakfast in Praha-Nebušice · ★4.81 · 1 bedroom · 1 bed · 2.5 shared baths,34845969,Ainura,,Nebušice,50.11248,14.32468,Private room,543,2,53,2023-12-11,0.94,3,271,15,
30365258,Rental unit in Hlavní město Praha · ★4.24 · Studio · 1 bed · 1 bath,9550037,Anton & Vika,,Praha 1,50.07862,14.42666,Entire home/apt,1842,2,25,2023-10-09,0.41,64,125,8,
30365358,Rental unit in Hlavní město Praha · ★4.92 · 2 bedrooms · 2 beds · 1 bath,1240390,Sarah,,Praha 1,50.0879,14.42511,Entire home/apt,5876,1,263,2023-12-17,4.29,16,0,80,
30391178,Rental unit in Hlavní město Praha · ★4.84 · 3 bedrooms · 4 beds · 2.5 baths,222978804,Petr,,Praha 1,50.08177,14.40685,Entire home/apt,5806,3,44,2023-12-12,0.75,2,44,7,
30402629,Rental unit in Hlavní město Praha · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,1546069,Aleksandr,,Praha 1,50.08723,14.42196,Private room,,1,72,2020-03-07,1.18,6,0,0,
30402632,Rental unit in Hlavní město Praha · ★4.74 · 1 bedroom · 2 beds · 1.5 baths,1546069,Aleksandr,,Praha 1,50.08619,14.4221,Private room,,1,70,2020-03-01,1.15,6,0,0,
30418771,Serviced apartment in Praha · ★4.63 · Studio · 1 bed · 1 bath,181976900,Oleksandr,,Praha 3,50.08373260498047,14.449301719665527,Hotel room,,1,87,2023-08-05,1.42,4,0,27,
30433300,"Rental unit in Praha 1, Nové Město · ★4.62 · 1 bedroom · 1 bed · 1.5 baths",74982963,Lucie,,Praha 1,50.079422,14.427398,Entire home/apt,2285,1,52,2023-07-18,0.85,9,315,4,
30440346,Serviced apartment in Praha 3 · ★4.52 · 1 bedroom · 2 beds · 1 bath,109089184,Michal,,Praha 3,50.09256,14.48385,Entire home/apt,1492,1,94,2023-12-11,1.55,67,356,25,
30467862,Rental unit in Hlavní město Praha · ★4.06 · 2 bedrooms · 3 beds · 1 bath,9550037,Anton & Vika,,Praha 1,50.09183,14.43504,Entire home/apt,3107,2,16,2023-10-21,0.29,64,131,9,
30495784,Rental unit in Praha 7 · ★4.71 · 1 bedroom · 2 beds · 1 bath,20800139,Alice,,Praha 7,50.1098,14.44605,Entire home/apt,1850,2,37,2023-10-01,0.61,1,0,6,
30516089,Rental unit in Praha 6 · ★5.0 · 1 bedroom · 3 beds · 1.5 baths,32727031,Peter,,Praha 6,50.09996,14.39903,Entire home/apt,2452,4,9,2023-05-02,0.15,1,0,1,
30543983,Rental unit in Praha 15 · ★5.0 · Studio · 2 beds · 1.5 baths,167129603,Martina,,Praha 15,50.05236,14.53226,Entire home/apt,2000,1,14,2023-10-22,0.25,2,119,4,
30545919,Rental unit in Prague 1 · ★4.79 · 2 bedrooms · 2 beds · 2 baths,400864,Jaroslav,,Praha 1,50.09147,14.42605,Entire home/apt,5181,1,131,2023-12-04,2.18,32,351,25,
30548853,Rental unit in Czechia · ★3.78 · 1 bedroom · 1 bed · 1.5 baths,109089184,Michal,,Praha 3,50.08939,14.49494,Entire home/apt,907,1,9,2023-09-01,0.15,67,0,1,
30556030,Rental unit in Praha · ★4.77 · 1 bedroom · 2 beds · 1 bath,229257760,Svetlana,,Praha 3,50.08359,14.46834,Entire home/apt,2557,2,13,2023-10-22,2.06,2,33,13,
30563886,Rental unit in Mesto Praha - Hl.M. Praha · ★4.69 · 1 bedroom · 1 bed · 1 bath,48253119,Daniel,,Praha 1,50.09094,14.4183,Entire home/apt,2333,2,255,2023-12-18,4.19,43,234,66,
30564032,Rental unit in Praha · ★4.88 · 3 bedrooms · 3 beds · 2 baths,129268077,Mirek,,Praha 1,50.08205,14.42062,Entire home/apt,4710,2,307,2023-12-17,5.03,1,179,70,
30574366,Rental unit in Praha 8 · ★4.70 · 1 bedroom · 2 beds · 1.5 baths,37031759,Nick And Jenny,,Praha 8,50.08896,14.43932,Entire home/apt,2242,2,79,2023-12-10,1.31,53,119,29,
