id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23163,Rental unit in Prague · ★4.90 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08229,14.41552,Entire home/apt,3619,1,29,2023-12-18,0.18,74,0,7,
23169,Rental unit in Prague · ★4.73 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.0883,14.42272,Entire home/apt,2942,1,114,2023-11-21,0.69,74,20,19,
26755,Rental unit in Prague · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,113902,Daniel+Bea,,Praha 1,50.08729,14.43179,Entire home/apt,3328,3,343,2023-12-14,3.28,3,47,57,
30762,Serviced apartment in Prague · ★4.75 · 2 bedrooms · 3 beds · 1 bath,5282,Klara,,Praha 1,50.08821,14.42623,Entire home/apt,6061,1,16,2023-10-30,0.10,74,23,4,
42514,Rental unit in Prague · ★4.76 · 1 bedroom · 2 beds · 1 bath,185641,Victoria,,Praha 1,50.08228,14.41345,Entire home/apt,3766,7,333,2023-04-30,2.05,1,362,1,
52148,Rental unit in Prague · ★4.59 · 1 bedroom · 4 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.06996574291571,14.430666050424191,Entire home/apt,1818,1,210,2023-12-18,1.31,95,61,78,
55844,Rental unit in Prague · ★4.51 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.07795,14.43388,Entire home/apt,1485,2,430,2023-12-17,2.68,95,34,65,
55856,Rental unit in Prague · ★4.57 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.07617,14.43308,Entire home/apt,1387,2,341,2023-12-09,2.13,95,0,68,
70003,Rental unit in Prague · ★4.40 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08557,14.45098,Entire home/apt,1345,2,225,2023-12-09,1.45,95,60,46,
75298,Rental unit in Prague · ★4.74 · 1 bedroom · 1 bed · 1 bath,398991,Emanuele,,Praha 1,50.092285,14.4329,Entire home/apt,2063,3,34,2023-08-14,0.38,2,340,9,
76254,Tiny home in Prague · ★4.53 · 1 bedroom · 2 beds · 1.5 baths,406700,Rena,,Praha 2,50.06996,14.43516,Entire home/apt,1002,2,163,2023-09-09,1.07,1,145,7,
79373,Rental unit in Prague · ★4.67 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08844,14.42424,Entire home/apt,2942,1,50,2023-12-17,0.32,74,23,5,
79381,Rental unit in Prague · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,5282,Klara,,Praha 1,50.08943,14.42373,Entire home/apt,2942,1,17,2023-12-04,0.11,74,26,3,
79387,Rental unit in Prague · ★4.81 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08943,14.42373,Entire home/apt,2942,1,27,2023-07-16,0.17,74,9,6,
79711,Rental unit in Prague · ★4.61 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08051,14.41487,Entire home/apt,3203,1,18,2020-03-08,0.13,74,25,0,
83067,Rental unit in Prague · ★4.53 · 1 bedroom · 4 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08409,14.41352,Entire home/apt,3058,3,211,2023-11-20,1.38,14,0,26,
83855,Rental unit in Prague · ★4.57 · 1 bedroom · 3 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08409,14.41352,Entire home/apt,3093,3,239,2023-12-03,1.70,14,50,24,
83856,Rental unit in Prague · ★4.64 · 1 bedroom · 3 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08385,14.41463,Entire home/apt,3653,3,380,2023-12-03,2.46,14,0,56,
85790,Rental unit in Prague · ★4.60 · 3 bedrooms · 12 beds · 1.5 baths,383698,Viktor,,Praha 1,50.07744,14.4141,Entire home/apt,3730,1,128,2023-11-26,0.85,33,291,34,
85884,Rental unit in Prague · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,423259,Zsofia,,Praha 7,50.10175,14.43304,Private room,667,30,61,2022-12-31,0.41,15,98,1,
106207,Rental unit in Prague · ★4.60 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08766,14.451,Entire home/apt,1198,2,291,2023-12-18,1.92,95,0,51,
109549,Condo in Prague · ★4.79 · 2 bedrooms · 2 beds · 1 bath,565267,Taťjana,,Praha 1,50.09104,14.42533,Entire home/apt,3981,20,170,2023-10-11,1.13,2,176,4,
111141,Rental unit in Prague · ★4.49 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08589,14.45203,Entire home/apt,1072,2,235,2023-12-15,1.56,95,61,38,
112281,Rental unit in Prague · ★4.59 · 1 bedroom · 2 beds · 0 baths,227945,Alex And Kate,,Praha 1,50.07905,14.42732,Entire home/apt,1801,2,254,2023-12-02,1.70,95,38,26,
117451,Loft in Prague · ★4.70 · 1 bedroom · 2 beds · 1 bath,546587,Kristina,,Praha 5,50.06625,14.40245,Entire home/apt,2057,1,313,2023-12-14,2.15,2,286,22,
146690,Rental unit in Prague · ★4.92 · 2 bedrooms · 6 beds · 1 bath,589265,Jan,,Praha 3,50.08529,14.44532,Entire home/apt,2599,6,380,2023-11-20,2.50,2,127,29,
167878,Rental unit in Praha 8 · 2 bedrooms · 2 beds · 1 bath,800205,Peter,,Praha 8,50.10546,14.4707,Entire home/apt,4659,10,0,,,1,88,0,
173114,Condo in Prague · ★4.68 · 1 bedroom · 1 bed · 1 bath,826315,Idan & Marta,,Praha 1,50.09024,14.4248,Entire home/apt,2708,3,370,2023-12-19,2.46,1,306,30,
176243,Rental unit in Prague · ★4.62 · 3 bedrooms · 4 beds · 1 bath,838198,Michael,,Praha 1,50.08827218384488,14.423229476115441,Entire home/apt,5671,4,417,2023-12-11,2.87,48,0,47,
181641,Rental unit in Prague 1 - Old Town · ★4.19 · 1 bedroom · 1 bed · 1 bath,870664,Jan,,Praha 1,50.08685,14.41432,Entire home/apt,1226,2,184,2020-01-26,1.28,9,18,0,
181951,Rental unit in Prague · ★4.03 · 1 bedroom · 2 beds · 1 bath,870664,Jan,,Praha 1,50.08267,14.42895,Entire home/apt,1177,2,138,2023-12-04,0.93,9,73,8,
182072,Condo in Prague · ★4.24 · 1 bedroom · 3 beds · 1 bath,870664,Jan,,Praha 3,50.0795,14.44812,Entire home/apt,1765,2,34,2023-09-05,0.23,9,71,5,
182772,Rental unit in Prague · ★4.64 · 1 bedroom · 2 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08354,14.41276,Entire home/apt,3163,3,185,2023-12-02,1.23,14,50,48,
183338,Rental unit in Prague · ★4.79 · 1 bedroom · 3 beds · 1 bath,850917,Slavomir,,Praha 1,50.0792350769043,14.429807662963867,Entire home/apt,1832,2,271,2023-12-14,1.96,2,0,79,
186750,Rental unit in Prague · ★4.76 · 1 bedroom · 2 beds · 1 bath,783726,Mathieu,,Praha 3,50.08499,14.45316,Entire home/apt,2243,3,548,2023-12-17,3.96,3,0,66,
191254,Rental unit in Prague · ★4.72 · 2 bedrooms · 4 beds · 1 bath,227945,Alex And Kate,,Praha 1,50.08136,14.41477,Entire home/apt,2879,2,366,2023-12-05,2.45,95,16,57,
191474,Rental unit in Prague · ★4.59 · 1 bedroom · 3 beds · 1 bath,333807,Marco,,Praha 1,50.09124,14.42863,Entire home/apt,4193,2,36,2023-08-18,0.24,9,334,4,
191547,Rental unit in Prague · ★4.64 · 2 bedrooms · 2 beds · 2 baths,333807,Marco,,Praha 1,50.09124,14.42863,Entire home/apt,5793,2,45,2023-10-31,0.31,9,308,3,
191554,Rental unit in Prague · ★4.22 · 1 bedroom · 1 bed · 1 bath,333807,Marco,,Praha 1,50.09124,14.42863,Entire home/apt,2183,2,55,2023-12-06,0.37,9,330,8,
199947,Rental unit in Prague 01 · ★4.63 · 3 bedrooms · 7 beds · 2 baths,955586,Eric,,Praha 1,50.080511866766244,14.420989570206713,Entire home/apt,12848,1,138,2023-12-15,0.94,8,46,7,
201908,Rental unit in Prague · ★4.65 · 1 bedroom · 1 bed · 1 bath,955586,Eric,,Praha 5,50.08033,14.40353,Entire home/apt,,1,43,2023-12-15,0.30,8,0,13,
202545,Rental unit in Prague · ★4.59 · 4 bedrooms · 8 beds · 2.5 baths,955586,Eric,,Praha 5,50.07912,14.40417,Entire home/apt,23833,1,45,2023-10-21,0.30,8,349,5,
207373,Rental unit in Prague · ★4.64 · 3 bedrooms · 12 beds · 2 baths,383698,Viktor,,Praha 1,50.07688,14.41391,Entire home/apt,4389,1,238,2023-11-19,1.68,33,0,29,
208007,Rental unit in Prague · ★4.46 · 2 bedrooms · 7 beds · 1 bath,383698,Viktor,,Praha 1,50.07687,14.41414,Entire home/apt,3871,1,143,2023-10-21,0.97,33,347,24,
209774,Rental unit in Prague · ★4.15 · 3 bedrooms · 12 beds · 1.5 baths,383698,Viktor,,Praha 2,50.07755,14.42015,Entire home/apt,3948,1,68,2023-11-18,0.47,33,303,8,
224386,Rental unit in Prague · ★4.27 · 3 bedrooms · 12 beds · 2 baths,383698,Viktor,,Praha 1,50.09146,14.41863,Entire home/apt,4389,1,160,2023-10-31,1.22,33,0,2,
224457,Rental unit in Prague · ★4.57 · 2 bedrooms · 6 beds · 1 bath,1167278,Jane And George,,Praha 1,50.08737,14.41071,Entire home/apt,3573,2,260,2023-11-05,1.74,1,49,14,
247267,Rental unit in Prague · ★4.81 · 1 bedroom · 4 beds · 1 bath,113902,Daniel+Bea,,Praha 1,50.08704,14.43397,Entire home/apt,2242,3,470,2023-12-06,3.18,3,47,46,
254416,Rental unit in Prague · ★3.98 · 1 bedroom · 1 bed · 1 bath,870664,Jan,,Praha 1,50.08227,14.42123,Entire home/apt,1471,2,163,2023-11-19,1.15,9,28,16,
254484,Rental unit in Prague · ★4.78 · 1 bedroom · 2 beds · 1 bath,1336827,Hana,,Praha 1,50.086,14.40397,Entire home/apt,2335,1,256,2023-08-19,1.76,2,266,3,
278550,Rental unit in Prague · ★4.34 · 3 bedrooms · 12 beds · 2 baths,383698,Viktor,,Praha 1,50.08102,14.41932,Entire home/apt,3948,1,129,2023-11-30,0.89,33,272,17,
278580,Rental unit in Prague · ★3.88 · 1 bedroom · 6 beds · 1 bath,383698,Viktor,,Praha 1,50.07922,14.42084,Entire home/apt,2547,1,51,2023-11-12,0.39,33,310,3,
279773,Rental unit in Prague · ★4.68 · 1 bedroom · 1 bed · 1 bath,843497,Frantisek,,Praha 1,50.08915,14.4186,Entire home/apt,1622,2,508,2023-12-04,3.62,2,0,74,
287716,Rental unit in Prague · ★4.97 · 2 bedrooms · 3 beds · 2.5 baths,5282,Klara,,Praha 1,50.08229,14.41552,Entire home/apt,6398,1,31,2023-12-12,0.24,74,27,7,
287727,Serviced apartment in Prague · ★4.92 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08821,14.42623,Entire home/apt,,1,12,2023-04-09,0.10,74,0,2,
287734,Serviced apartment in Prague · ★4.90 · 3 bedrooms · 4 beds · 2 baths,5282,Klara,,Praha 1,50.08821,14.42623,Entire home/apt,8642,1,30,2023-12-05,0.27,74,6,8,
300620,Loft in Prague · ★4.80 · 2 bedrooms · 2 beds · 1 bath,1548689,Josef,,Praha 17,50.06858,14.31801,Entire home/apt,,2,21,2019-12-30,0.16,1,0,0,
302265,Aparthotel in Prague · ★4.80 · 1 bedroom · 2 beds · 1 private bath,1556914,Eugenia,,Praha 2,50.07417,14.42633,Hotel room,3240,2,10,2022-09-04,0.08,5,350,0,
304027,Bed and breakfast in Prague · ★4.57 · 1 bedroom · 6 beds · 8 shared baths,1564885,Artharmony,,Praha 2,50.07472,14.4226,Shared room,785,2,243,2023-08-22,1.77,4,358,7,
318204,Rental unit in Prague · ★4.59 · 1 bedroom · 1 bed · 1 bath,1629431,Alex & Natalia,,Praha 2,50.07306,14.4311,Entire home/apt,1944,2,244,2023-12-16,1.71,18,344,72,
320262,Rental unit in Prague · ★4.53 · 1 bedroom · 1 bed · 1 bath,1629431,Alex & Natalia,,Praha 2,50.07396,14.43007,Entire home/apt,1762,2,283,2023-12-18,2.01,18,346,57,
324586,Rental unit in Prague · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,1660663,Rached,,Praha 1,50.09227,14.43225,Entire home/apt,8757,3,79,2023-12-17,0.57,7,330,8,
342963,Loft in Prague · ★4.83 · 1 bedroom · 2 beds · 1 bath,31121,Jana,,Praha 15,50.05381,14.53234,Entire home/apt,3914,2,179,2023-11-22,1.26,4,307,24,
342968,Loft in Prague · ★4.80 · 1 bedroom · 2 beds · 1 bath,31121,Jana,,Praha 15,50.053535,14.531203,Entire home/apt,3914,2,133,2023-11-19,0.93,4,331,11,
346142,Rental unit in Prague · ★4.38 · 2 bedrooms · 7 beds · 1 bath,383698,Viktor,,Praha 2,50.07583,14.41401,Entire home/apt,2946,1,72,2023-10-20,0.53,33,320,10,
374937,Rental unit in Prague Nové Město · ★4.87 · 1 bedroom · 1 bed · 1 bath,850917,Slavomir,,Praha 1,50.07858,14.42901,Entire home/apt,1573,2,431,2023-12-17,3.10,2,324,80,
408724,Aparthotel in Prague · ★4.43 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08779,14.45004,Entire home/apt,1198,2,229,2023-12-12,1.64,95,0,34,
415145,Rental unit in Prague · ★4.91 · 4 bedrooms · 7 beds · 2.5 baths,1660663,Rached,,Praha 1,50.09123,14.42331,Entire home/apt,14116,3,226,2023-12-04,1.61,7,298,27,
448629,Bed and breakfast in Prague · ★4.96 · 1 bedroom · 3 beds · 1 private bath,1366084,Jakub,,Praha 1,50.0876,14.39812,Private room,1594,2,50,2023-08-24,0.53,7,69,5,
458931,Rental unit in Prague · ★4.64 · 1 bedroom · 3 beds · 1 bath,227945,Alex And Kate,,Praha 1,50.08427047729492,14.43051528930664,Entire home/apt,2252,2,296,2023-12-17,2.10,95,11,36,
465196,Rental unit in Prague · ★4.54 · 2 bedrooms · 9 beds · 2 baths,383698,Viktor,,Praha 1,50.08955,14.41992,Entire home/apt,3689,1,162,2023-11-24,1.15,33,306,8,
493375,Rental unit in Prague · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,2399088,Caroline,,Praha 8,50.09191,14.45083,Private room,1000,2,226,2023-11-08,1.61,1,258,13,
498646,Rental unit in Prague · ★4.70 · 1 bedroom · 1 bed · 1 bath,2453534,Roman,,Praha 2,50.07181,14.41646,Entire home/apt,2091,4,347,2023-11-26,2.47,1,333,22,
516322,Aparthotel in Prague · ★4.52 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08737,14.45061,Entire home/apt,1198,2,209,2023-12-08,1.49,95,60,27,
535968,Rental unit in Prague · ★4.39 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08448,14.45519,Entire home/apt,1615,2,353,2023-11-27,2.54,95,41,46,
536364,Rental unit in Prague · ★4.51 · 5 bedrooms · 14 beds · 2.5 baths,9345552,Romana,,Praha 1,50.08082,14.42138,Entire home/apt,7682,2,207,2023-12-17,1.76,45,0,30,
537019,Rental unit in Prague · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,5282,Klara,,Praha 1,50.08229,14.41552,Entire home/apt,3825,1,22,2023-04-09,0.16,74,28,1,
546405,Rental unit in Prague · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,2686341,Veronika,,Praha 2,50.07791,14.44081,Private room,650,2,427,2020-01-02,3.06,2,0,0,
547555,Rental unit in Prague · ★4.70 · 2 bedrooms · 3 beds · 1 bath,2691904,Adrez Living,,Praha 1,50.0846,14.41673,Entire home/apt,6904,2,78,2023-10-16,0.57,30,346,3,
549837,Rental unit in Prague · ★4.80 · 2 bedrooms · 3 beds · 1 bath,2691904,Adrez Living,,Praha 1,50.08579,14.4183,Entire home/apt,5948,2,86,2023-11-15,0.63,30,344,17,
551794,Rental unit in Prague · ★4.88 · Studio · 2 beds · 1 bath,2691904,Adrez Living,,Praha 1,50.08632,14.41838,Entire home/apt,4168,2,48,2023-11-12,0.36,30,338,5,
551962,Rental unit in Prague · ★4.61 · Studio · 2 beds · 1 bath,2691904,Adrez Living,,Praha 1,50.08617,14.41655,Entire home/apt,4396,2,36,2023-07-28,0.42,30,347,9,
552021,Rental unit in Prague · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,2691904,Adrez Living,,Praha 1,50.08455,14.41683,Entire home/apt,4834,2,39,2023-11-13,0.28,30,334,3,
561841,Rental unit in Prague · ★4.16 · 1 bedroom · 3 beds · 1 bath,2729239,Marketa,,Praha 3,50.09283,14.49104,Private room,467,28,54,2019-01-01,0.39,1,0,0,
592535,Rental unit in Prague · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,423259,Zsofia,,Praha 7,50.09992,14.43387,Private room,851,61,37,2023-03-26,0.27,15,90,1,
595310,Condo in Prague · ★4.80 · 1 bedroom · 2 beds · 1 bath,2941533,Alexandra,,Praha 3,50.08068,14.45372,Entire home/apt,1540,7,183,2023-12-17,1.34,2,135,10,
599948,Rental unit in Prague · ★4.92 · 4 bedrooms · 5 beds · 2 baths,1660663,Rached,,Praha 1,50.08312,14.43043,Entire home/apt,11664,3,111,2023-12-07,0.81,7,312,20,
602115,Rental unit in Prague · ★4.82 · 1 bedroom · 3 beds · 1 bath,2691904,Adrez Living,,Praha 1,50.08657,14.41783,Entire home/apt,4196,2,49,2023-08-13,0.40,30,346,6,
604720,Rental unit in Prague · ★4.67 · 1 bedroom · 2 beds · 1 bath,2691904,Adrez Living,,Praha 1,50.08497,14.41731,Entire home/apt,3363,2,42,2023-05-12,0.31,30,355,1,
604777,Rental unit in Prague · ★4.65 · 1 bedroom · 3 beds · 1 bath,2691904,Adrez Living,,Praha 1,50.08494,14.41711,Entire home/apt,4655,2,17,2023-05-21,0.20,30,345,1,
604792,Serviced apartment in Prague · ★4.61 · 1 bedroom · 2 beds · 1 private bath,2691904,Adrez Living,,Praha 1,50.08681,14.4175,Hotel room,3363,2,23,2023-03-24,0.20,30,326,1,
605655,Rental unit in Prague · ★4.77 · 2 bedrooms · 3 beds · 2 baths,2691904,Adrez Living,,Praha 1,50.08608,14.4171,Entire home/apt,5037,2,115,2023-11-25,0.84,30,347,20,
605711,Rental unit in Prague · ★4.66 · 2 bedrooms · 3 beds · 2 baths,2691904,Adrez Living,,Praha 1,50.08519,14.41903,Entire home/apt,5037,2,87,2023-10-31,0.72,30,350,2,
628063,Rental unit in Prague · ★4.94 · Studio · 1 bed · 1 bath,3118998,Daniela,,Praha 1,50.08869,14.39497,Entire home/apt,2172,21,264,2023-12-07,2.11,3,0,21,
645883,Rental unit in Prague · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3234941,Michaela H.,,Praha 6,50.09835,14.3483,Entire home/apt,981,8,3,2017-04-17,0.02,1,262,0,
647564,Rental unit in Prague · ★4.56 · 1 bedroom · 2 beds · 1 bath,3174648,Petr,,Praha 1,50.089508056640625,14.425211906433105,Entire home/apt,2326,1,56,2023-11-29,0.41,13,343,38,
652527,Rental unit in Prague · ★4.78 · Studio · 2 beds · 1 bath,3279605,Elena And Kira,,Praha 2,50.07326,14.43171,Entire home/apt,18338,1,301,2023-12-04,2.19,16,343,15,
652633,Rental unit in Prague · ★4.74 · 1 bedroom · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.07284,14.42976,Entire home/apt,18338,1,71,2023-03-26,0.53,16,343,2,
659531,Rental unit in Prague · ★4.66 · 2 bedrooms · 7 beds · 1 bath,3327137,Pavel,,Praha 1,50.08737,14.42567,Entire home/apt,7356,7,159,2021-08-10,1.17,4,325,0,
659540,Rental unit in Prague · ★4.71 · 3 bedrooms · 12 beds · 1 bath,3327137,Pavel,,Praha 1,50.08894,14.42518,Entire home/apt,17164,7,116,2022-03-21,0.85,4,354,0,
660960,Rental unit in Prague · ★4.82 · 1 bedroom · 2 beds · 1 bath,3337088,Michal,,Praha 2,50.07295,14.43809,Entire home/apt,1184,1,135,2023-12-04,1.49,4,37,45,
661323,Rental unit in Prague · ★4.96 · Studio · 2 beds · 1 bath,3338799,Veronika,,Praha 1,50.08666,14.40388,Entire home/apt,1631,5,97,2023-10-23,1.14,1,72,8,
662810,Rental unit in Prague · ★4.91 · 1 bedroom · 2 beds · 1 bath,3118998,Daniela,,Praha 1,50.08864,14.39495,Entire home/apt,7566,21,265,2023-11-03,2.11,3,110,20,
662817,Rental unit in Prague · ★4.86 · Studio · 1 bed · 1 bath,3118998,Daniela,,Praha 1,50.08865,14.39481,Entire home/apt,1751,21,267,2023-10-15,2.59,3,101,17,
667478,Rental unit in Prague · ★4.57 · Studio · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.0704,14.42886,Entire home/apt,13237,1,173,2020-11-22,1.26,16,340,0,
668858,Rental unit in Prague · ★4.67 · 1 bedroom · 2 beds · 1 bath,2635161,Pavel,,Praha 1,50.09043,14.41918,Entire home/apt,2610,2,51,2023-10-01,0.50,4,0,9,
668880,Rental unit in Prague · ★4.63 · 2 bedrooms · 2 beds · 1 bath,2635161,Pavel,,Praha 1,50.09061,14.41986,Entire home/apt,2603,2,59,2023-12-10,0.56,4,168,14,
668902,Rental unit in Prague · ★4.57 · 2 bedrooms · 3 beds · 1.5 baths,2635161,Pavel,,Praha 1,50.09061,14.41986,Entire home/apt,3496,2,89,2023-12-18,0.79,4,165,14,
668908,Rental unit in Prague · ★4.48 · 2 bedrooms · 3 beds · 1.5 baths,2635161,Pavel,,Praha 1,50.09061,14.41986,Entire home/apt,3380,2,50,2023-09-24,0.45,4,171,16,
673821,Rental unit in Prague · ★4.79 · Studio · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.07484,14.43101,Entire home/apt,18338,1,200,2023-12-19,1.46,16,0,16,
679022,Serviced apartment in Prague · ★4.32 · 1 bedroom · 3 beds · 1 bath,3455951,Casa Italia Prague,,Praha 8,50.09275,14.45136,Entire home/apt,2942,1,133,2023-12-03,1.47,8,287,50,
679276,Rental unit in Prague · ★4.82 · 1 bedroom · 2 beds · 1 bath,3457205,Marek,,Praha 5,50.07798,14.40526,Entire home/apt,4659,2,60,2023-12-02,0.44,1,151,13,
681166,Rental unit in Prague · ★4.66 · 1 bedroom · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.06952,14.43071,Entire home/apt,13237,1,403,2023-04-23,2.95,16,337,1,
690105,Rental unit in Prague 1 · ★4.90 · 2 bedrooms · 2 beds · 1 bath,1199726,Monika,,Praha 1,50.08944,14.41913,Entire home/apt,4872,1,681,2023-12-15,4.98,2,331,68,
691240,Rental unit in Prague · ★4.91 · 2 bedrooms · 2 beds · 1 bath,3533590,Andy,,Praha 2,50.07693,14.43056,Entire home/apt,2697,3,262,2023-12-04,1.92,7,0,45,
691380,Rental unit in Prague · ★4.93 · 1 bedroom · 2 beds · 1 bath,3533590,Andy,,Praha 9,50.10753,14.48969,Entire home/apt,2043,3,102,2023-12-04,0.83,7,84,30,
692045,Rental unit in Prague · ★4.82 · 1 bedroom · 2 beds · 1 bath,3537968,Petr,,Praha 5,50.07931,14.38053,Entire home/apt,1300,2,23,2023-05-03,0.17,1,0,2,
695142,Rental unit in Prague · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,3557824,Marketa & David,,Praha 7,50.10026,14.43671,Entire home/apt,2277,2,72,2023-11-02,0.54,1,259,6,
696261,Rental unit in Prague · ★4.54 · 1 bedroom · 4 beds · 1 bath,3327137,Pavel,,Praha 1,50.08818,14.42567,Entire home/apt,4904,7,144,2020-06-22,1.07,4,354,0,
696837,Rental unit in Staré Město · ★4.88 · 1 bedroom · 2 beds · 1 bath,3568804,Magnus,,Praha 1,50.08246,14.41346,Entire home/apt,3505,3,459,2023-12-17,3.44,10,0,57,
699944,Guest suite in Prague 10 - Strašnice · ★4.58 · 2 bedrooms · 3 beds · 1.5 baths,3590595,Pavel,,Praha 10,50.06802,14.48399,Entire home/apt,3128,5,29,2017-01-03,0.23,2,358,0,
701644,Rental unit in Prague · ★4.60 · Studio · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.07026,14.43089,Entire home/apt,13237,1,141,2022-02-27,1.08,16,337,0,
701691,Rental unit in Prague · ★4.65 · 3 bedrooms · 9 beds · 1 bath,3327137,Pavel,,Praha 1,50.08851,14.4238,Entire home/apt,17164,7,98,2022-03-15,0.85,4,358,0,
706726,Rental unit in Prague · ★4.72 · Studio · 1 bed · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,21616,1,161,2023-05-06,1.18,36,326,12,
707963,Rental unit in Prague · ★4.78 · 1 bedroom · 2 beds · 1 bath,3640353,Anezka,,Praha 1,50.08879,14.40003,Entire home/apt,1979,2,107,2023-09-14,0.81,1,294,7,
708571,Rental unit in Prague · ★4.85 · Studio · 2 beds · 1 bath,3279605,Elena And Kira,,Praha 2,50.07504,14.43163,Entire home/apt,18338,1,125,2023-12-08,0.93,16,346,5,
711288,Rental unit in Prague · ★4.84 · 1 bedroom · 1 bed · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,21616,1,62,2023-05-21,0.46,36,324,2,
733462,Serviced apartment in Prague · ★4.35 · 1 bedroom · 1 bed · 1.5 shared baths,3287258,David,,Praha 1,50.07984,14.42627,Private room,2356,1,17,2023-09-25,0.21,24,268,1,
735375,Rental unit in Prague · ★4.35 · 1 bedroom · 1 bed · 1 bath,3763896,Evgeny,,Praha 1,50.07822,14.42178,Entire home/apt,2280,2,223,2023-07-11,1.67,18,53,7,
747785,Rental unit in Prague · ★4.86 · Studio · 2 beds · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,21616,1,132,2023-12-07,0.98,36,326,26,
747830,Rental unit in Prague · ★4.88 · 1 bedroom · 1 bed · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,24495,1,19,2023-05-06,0.14,36,323,2,
757660,Home in Prague · ★4.70 · 1 bedroom · 1 bed · 1 bath,3990737,Renata,,Praha 6,50.08247,14.32032,Private room,697,2,53,2023-10-11,0.39,4,281,7,
777881,Rental unit in Prague · ★4.50 · 2 bedrooms · 5 beds · 2 baths,4102236,Bonny,,Praha 3,50.08612,14.44505,Entire home/apt,2392,2,3,2015-05-03,0.02,5,3,0,
780659,Rental unit in Prague · ★4.57 · 2 bedrooms · 3 beds · 2 baths,4102236,Bonny,,Praha 3,50.0858,14.4472,Entire home/apt,1835,2,8,2023-05-21,0.06,5,7,1,
782440,Rental unit in Prague · ★4.75 · 1 bedroom · 2 beds · 1 private bath,4102236,Bonny,,Praha 3,50.08704,14.44539,Private room,606,3,353,2023-12-19,2.65,5,7,61,
782489,Rental unit in Prague · ★4.67 · 1 bedroom · 3 beds · 1 private bath,4102236,Bonny,,Praha 3,50.08525,14.44513,Private room,627,3,334,2023-12-12,2.55,5,7,55,
782770,Rental unit in Prague · ★4.76 · 1 bedroom · 1 bed · 1 private bath,4102236,Bonny,,Praha 3,50.0852,14.44644,Private room,598,3,319,2023-12-18,2.41,5,8,51,
790196,Rental unit in Prague 1 · ★4.77 · 1 bedroom · 2 beds · 1.5 baths,1240390,Sarah,,Praha 1,50.0815,14.42123,Entire home/apt,3924,1,705,2023-12-17,5.25,16,0,61,
797201,Rental unit in Prague · ★4.89 · Studio · 1 bed · 1 bath,1556914,Eugenia,,Praha 1,50.08787,14.42235,Entire home/apt,2575,2,9,2023-08-13,0.07,5,327,5,
